"userName","score","at","content"
"Sultan badols Badols","5","15/01/2022 12:18","siiiip"
"DELINA ZALUKHU LINA ZALUKHU","5","15/01/2022 12:17","Aplikasinya sangat bermanfaat dan berguna,"
"Muchamad Arif Rachman, ST.","2","15/01/2022 12:17","Peduli Lindungi aplikasi jelek belum bisa mendaftarkan anggota keluarga ibu dan anak jumlah lebih ke dalam 1 aplikasi peduli lindungi HP """" Android waktu belanja ke Gresik Mall Pemkab."
"Majrah Asfha","5","15/01/2022 12:16","Top"
"Muhi Din","5","15/01/2022 12:14","Mantap bagussss"
"Mw Mel","5","15/01/2022 12:14","bagus"
"Uqis Uqis","5","15/01/2022 12:14","Mantululululul"
"Najwa Khaira","5","15/01/2022 12:14","Sulit diperbaharui"
"Osin Jenia","5","15/01/2022 12:13","Aplikasinya Bagus...membantu sekali untuk cek sertifikat vaksin"
"amiruddin latief","4","15/01/2022 12:13","Aplikasi ini sdh bagus...tp masih banyak yg kesulitan mendown load kartu vaksinnya."
"Athaya Wicaksono","5","15/01/2022 12:12","good"
"Juhasri Hasan","5","15/01/2022 12:12","Aplikasi yg sangat membantu, amazing"
"Septian Hadi","5","15/01/2022 12:11","Good"
"Inne Sinar Lesmanadewi","5","15/01/2022 12:10","Mantap"
"Derik Rianto","5","15/01/2022 12:09","Bagus bgt semuanya jadi lebih gampang, tapi klo udh vaksin??"
"Herliah Liah","5","15/01/2022 12:09","Bagus"
"Syamsul Huda","5","15/01/2022 12:07","Sangat membantu untuk check in di ruang Publik"
"Erline","5","15/01/2022 12:07","Ok"
"Misri Ducting","5","15/01/2022 12:07","Selalu membantu tks.... aplikasi nya"
"Astuti Asmiranda","5","15/01/2022 12:06","Sangat berguna makasih"
"sulas tri","2","15/01/2022 12:06","Kelamaan loading"
"Fransiskus Xaverius Siswanto","5","15/01/2022 12:05","Y2"
"ALFIAN SHENLI S TITO","5","15/01/2022 12:05","Hebat"
"Kamimarianto _9534","5","15/01/2022 12:04","Good job"
"Dendi Apriansyah","1","15/01/2022 12:03","Aplikasi kocak njir masa gue udah fulldos Di bilang blom dapet Vaksinasi padahal udah"
"Aris Budi D","5","15/01/2022 12:03","Sangat membantu"
"Bambang Surya jaya","5","15/01/2022 12:02","Sangat membantuh"
"Hanifah Fah","5","15/01/2022 12:02","??????????????????????????"
"Nuy Nurani","4","15/01/2022 12:02","Ok"
"henny cien","5","15/01/2022 12:02","Pedulilindungi paling ngetop sendiri nich asyik ada produk baru lg yg dpt di instal untuk orang orang yg peduli dngn Pedulilindungi ok sip yes mantap sekali ????????"
"Friama Situmeang","5","15/01/2022 12:00","Ok"
"Supardi supardi","5","15/01/2022 12:00","Bermanfaat untuk masyarakat Indonesia !."
"Yanti Yanti","5","15/01/2022 11:59","Ok"
"Melki Donald","5","15/01/2022 11:59","Sangat membantu,lebih mudah digunakan. Terimakasih."
"Siti boy vfhgcSolihat","5","15/01/2022 11:59","??????"
"Erin Daniati","5","15/01/2022 11:59","Mudah dan cepat"
"johanes chai","5","15/01/2022 11:58","Nice"
"Kirdun Gagal Evolusi","1","15/01/2022 11:57","Ga ada yang peduli ga ada yang dilindungi ...hanya BISNIS semata"
"erdjasa","5","15/01/2022 11:56","Sempurna"
"Pikri Ecep","1","15/01/2022 11:56","?? mohn map wa saya cahyadi no wa nyah angus"
"Achmad Zulkifli Zulkifli","5","15/01/2022 11:54","bagus aplikasinya buat perjalanan"
"Media Tama","5","15/01/2022 11:52","??????"
"putri Indahsari","2","15/01/2022 11:52","Lebih bagusan yang versi lama.. Nyesel ku perbarui. Ini scan susah, nyari sertifikat vaksin susah dan tampilan lebih bagusan yang dulu"
"Dwi Nuryanto","5","15/01/2022 11:52","Ok"
"Eca Okta","5","15/01/2022 11:51","Sangat membantu"
"yan nasution","5","15/01/2022 11:51","Sertifikat vaksin saya tidak bisa di upload"
"Mah Mud","5","15/01/2022 11:51","Ya lumayan bagus?"
"Mis Haksal","5","15/01/2022 11:51","Sangat bermanfaat"
"Danu Susanto","5","15/01/2022 11:50","Sangat handa"
"Ekik Wulandari","1","15/01/2022 11:48","??"
"suka suka","1","15/01/2022 11:47","Kapan selesainya nyari tanggal,bulan,tshun lahir kalau kayak gitu"
"Srikandi Kopi","1","15/01/2022 11:47","sertifikat vaksin kedua anak saya belum ada, anak saya sudah vaksin hari ini"
"Chandra Ricardo","5","15/01/2022 11:46","Peduli lindungi"
"Sekarmaji Suryotomo","5","15/01/2022 11:46","Bagus"
"Suhartini Suhartini","5","15/01/2022 11:46","Good"
"Yuni Rahmawati","5","15/01/2022 11:46","Baik"
"Ni Luh Sriasih","5","15/01/2022 11:46","baguss"
"lone wolf","5","15/01/2022 11:46","??"
"mutmainah moithey","5","15/01/2022 11:44","Good"
"Raffa Ganendra","5","15/01/2022 11:43","Aplikasi wajib"
"Zul Kifli","5","15/01/2022 11:43","Sangat bermanfaat untuk bangsa Indonesia saat pendemi covid."
"Nabila Asra","1","15/01/2022 11:43","Kenapa sertifikat vaksin kedua saya belum ada"
"Sumarty Rusly","5","15/01/2022 11:43","Bagus.... Sangat membantu.. dalam mencari info ttang vaksin ????"
"Fauzi Amrulloh","5","15/01/2022 11:42","ok"
"Kevin Chung","1","15/01/2022 11:41","Saya vaksin di luar negri ingin daftar melalui email dan tidak ada feedback/ tidak ada jawaban dan saya tidak dapst menggunakan pedulilindungi ini. Tolong dibantu diperbaiki pelayanannya. Tolong bantu sy harus gimana utk bisa pakai peduli lindungi dengan sertifikat vaksin luar negri"
"Wung Wung","5","15/01/2022 11:41","Mantap"
"roy nuruwe","4","15/01/2022 11:41","Baik sekali"
"As Komunika","5","15/01/2022 11:40","Ok"
"Yan Yesi","1","15/01/2022 11:40","Mohon maaf kasih bintang 1 karna gk bisa liat serifikat,masa berulang-ulang kali dicoba gk muncul2"
"Uus Eva","5","15/01/2022 11:39","Top"
"Gamz Owey","1","15/01/2022 11:39","Banyak error, banyak bugs ui, lemot ,"
"Sundari Tarhib","5","15/01/2022 11:38","Bagus pelayanannya"
"Haidar Ali","1","15/01/2022 11:38","Bintang satu"
"lukas ervan","5","15/01/2022 11:37","Pengoperasiannya lebih mudah"
"Manyue. 07","5","15/01/2022 11:37","Nais"
"Keziah Marina","5","15/01/2022 11:37","Keren"
"Sani Martinah","5","15/01/2022 11:35","Cukup membantu ubtuk semuanya trimakasih"
"MAS HAR","4","15/01/2022 11:34","Update mulu.. kl mau scan ribet"
"Dnkasniari Kasniarih","5","15/01/2022 11:32","Sangat bagus"
"Sihomvinf Marihot","5","15/01/2022 11:31","Setuju aplikasi ini"
"Andri Kusuma","4","15/01/2022 11:31","Keren"
"Emil Tobing","5","15/01/2022 11:29","Mantap"
"Aziz haqua rasyid","5","15/01/2022 11:29","Baik"
"Holili Tanuwisastra","5","15/01/2022 11:27","Update terus supaya gak ketinggalan."
"Mozes Kailem","5","15/01/2022 11:26","Mantap"
"PUGOH AJI LEKSONO","5","15/01/2022 11:26","Ok"
"Afit X_pro","5","15/01/2022 11:25","Good"
"Elliza_TKIT AR-RAHMAN 1 Nagan Raya Aceh","5","15/01/2022 11:25","Bagus"
"Andi Zulkifli Pasinringi","4","15/01/2022 11:25","Ok"
"rional matan","5","15/01/2022 11:24","Good"
"Malini Putri Ashari","5","15/01/2022 11:24","Bisa d pake 1 keluarga.. Good"
"Alyah Putrini","5","15/01/2022 11:23","Terimakasi saya jadi bisa cek serti fikat vaksin saya"
"vidya sari","5","15/01/2022 11:23","Awalnya selalu gagal check-in krn signal Tp skrg da langsung bisa check in, jarang gagal"
"Rapiansah","5","15/01/2022 11:23","aplikasi ini sangat penting sekali di handphone saya"
"Nanang Laksana","1","15/01/2022 11:23","Sdh vaksin tp driwayat hrs slalu tulis nik dl......??????"
"Suryani Suherman","5","15/01/2022 11:22","Bagus"
"Sumani Suma","5","15/01/2022 11:22","dearrrrrrr to peduli lindungi yeeeeeeeres"
"Adi Di","5","15/01/2022 11:22","Jos"
"Ahmad Husaeri","5","15/01/2022 11:21","Bagus"
"Havis alhakim","5","15/01/2022 11:19","Lumayan sush cek out"
"Eza Mardian","5","15/01/2022 11:18","ok,,"
"Wak Item","5","15/01/2022 11:18","??????"
"Iwan Setiawan","1","15/01/2022 11:18","Sertifikat saya hilang terus harus menginput ulang setiap membuka aplikasi"
"agustinus tripriya Sukawidada","5","15/01/2022 11:16","Good"
"Iranatun Abudilia","5","15/01/2022 11:16","Media number one"
"Miswo Ho","5","15/01/2022 11:15",".sangat membantu bagi masyarakat untuk melindubgi diri"
"Imas Kasmaya","5","15/01/2022 11:14","Bagus dan sangat membantu masyarakat. Saya menunggu vaksin ke 3 KL memang diharuskan"
"nia indrawati","5","15/01/2022 11:14","Ok"
"Mas Iwan","5","15/01/2022 11:14","Bagus"
"the yoto 1234","5","15/01/2022 11:12","bagus"
"Samsul Bahri","5","15/01/2022 11:12","Kereen"
"servasius Lumis","5","15/01/2022 11:10","Mantap"
"STORM JR`","1","15/01/2022 11:10","saya sudah vaksin 2 kali, tapi status vaksin masih merah"
"Chelminawati Andi","5","15/01/2022 11:10","bagus"
"Shabrina Mulya Ulul Azmi","4","15/01/2022 11:09","Apliky ny bagus cuman sy sudah vaksin ke 1 dan 2 tapi sertifikat tidak muncul , dan tidak bisa di scan"
"Asep Saepudin","5","15/01/2022 11:09","Bintang yang bicara"
"Armen Tias","5","15/01/2022 11:09","Alhamdulillah kami sekeluarga sehat wal afiat, Aamiin."
"Fasta biqul","5","15/01/2022 11:09","Ok"
"Misdar S.Pd.I","5","15/01/2022 11:09","Good"
"Agus Handoko","5","15/01/2022 11:08","Bagus"
"Sinar Mulia","5","15/01/2022 11:08","Pelayanan di puskesmas tlosari kulon sangat ramah menghargai orng tua tks"
"Alfianto jau","5","15/01/2022 11:07","Baik"
"Imelda Hityahubessy","5","15/01/2022 11:07","Oke banget"
"Dadi Hilux","5","15/01/2022 11:06","Oke, bermanfaat buat data bebas covid"
"Slamet Widodo","5","15/01/2022 11:06","Siiip menu7 sehat walafiat"
"Dhimas Pho","5","15/01/2022 11:05","Mantap"
"Radius Michael","5","15/01/2022 11:05","Bagus membantu"
"Indah Nurfianty","5","15/01/2022 11:04","Is so good"
"Ridwan Abade","5","15/01/2022 11:03","Apl good??"
"Rojali Rojak","5","15/01/2022 11:03","Bagus banget"
"dFranz are","5","15/01/2022 11:03","Bisa cek vaksin? susah daftar! diam dirumah susah kerja seperti negara tidak hadir tepat waktu."
"Santoso Ompong","5","15/01/2022 11:02","Good apliksi"
"Bab Batubars","5","15/01/2022 11:02","Ok"
"Kumbang Hitam24","1","15/01/2022 11:02","namanya proyek pemerintah, buat aplikasi aja ampas"
"Muhibuddin Sag","4","15/01/2022 11:01","Bereh that"
"Cristian David","1","15/01/2022 11:01","Bodoh, banyak iklan pencet""_ gambar yg gk jelas"
"Wenni Azka","5","15/01/2022 11:01","Sudah baek"
"Aton Fatonah","5","15/01/2022 11:00","Bagus"
"Roma Astrit","5","15/01/2022 11:00","Good job"
"Armando Satria","4","15/01/2022 11:00","Sangat bangus dan mudah"
"Dewi Wulansari","5","15/01/2022 10:59","Fungsi dan jangkauannya..mantap"
"Hasyim Effendi lubis","5","15/01/2022 10:59","Sangat baik"
"Dela Adelia","5","15/01/2022 10:59","??"
"smule arek lawu","5","15/01/2022 10:59","Terima kasih"
"Anda Ariawan","5","15/01/2022 10:58","Sangat membatu di kalangan masarakat"
"Agus Herwinoto","5","15/01/2022 10:58","Sangat bermanfaat self controlle lindungi diri dari covid19"
"Sugeng Riyanto","5","15/01/2022 10:57","Tetap sesuai prosedur"
"saut siahaan","5","15/01/2022 10:56","Very usefeul"
"Rukendi Rukendi","5","15/01/2022 10:56","Dapat memberikan informasi yang diminta berkaitan dengan vaksin."
"Sugi Sihono","5","15/01/2022 10:56","Ok diap"
"erny gunawatie","4","15/01/2022 10:56","Sering gangguan.. Kurang lancar"
"Toyib Hadi Wijaya","5","15/01/2022 10:55","Mudah aksesnya"
"Sugeng Yuwono","5","15/01/2022 10:54","Aplikasi cepat & sangat membantu"
"Awi Kaconk","5","15/01/2022 10:53","Ok"
"Heriyadi 88","5","15/01/2022 10:53","Bagus sekali"
"Susatio Sukotjo","5","15/01/2022 10:53","Sangat mudah dan sangat membantu"
"Winawan Susilo","5","15/01/2022 10:52","Mau divaksin ke 3"
"Gunawan Hardi","5","15/01/2022 10:52","Mantap"
"Keluarga Kapuk","5","15/01/2022 10:50","Ok deh"
"Ode Basir","5","15/01/2022 10:49","Sangat baik"
"Huda Wae","5","15/01/2022 10:49","Top"
"Hanzend Hasanuddin","5","15/01/2022 10:48","Perlu ditingkatkan , misalnya data kami saat sach sebaiknya di permudah jadi yg di ganti hanya penerbangan jam dan seharusnya data penerbangan sudah ada"
"Surya Daud","5","15/01/2022 10:47","Mantap"
"Entis Entis","5","15/01/2022 10:47","Gusssssss"
"Taopik Hidayat","5","15/01/2022 10:47","Bagus mempermudah"
"almira sakura","4","15/01/2022 10:47","Mudah d gunakan"
"Syaiful Vitra","5","15/01/2022 10:47","Good"
"Didik Kurniawan","5","15/01/2022 10:47","Top"
"Isa Fansuri","5","15/01/2022 10:47","Ayo vaksin 1 dan 2 dan booster"
"Mega Muliawati","5","15/01/2022 10:46","Bingung"
"cms johnny","5","15/01/2022 10:46","Good service"
"Bagus Ketut Mertayasa","5","15/01/2022 10:46","Mantap"
"Sartono Tono","5","15/01/2022 10:45","Sip untuk masuk gedung besar"
"Rosalina TA","5","15/01/2022 10:45","Jos"
"Elsaa Setiawati","5","15/01/2022 10:43","Bagus"
"lintang dwiputra","5","15/01/2022 10:43","Ok"
"Adi Dwiputra","5","15/01/2022 10:42","Good luck"
"Martin Luter","5","15/01/2022 10:42","Bagus"
"Baning Suryanto07","5","15/01/2022 10:42","Mantap"
"Lulus Sedyanto","5","15/01/2022 10:42","Ok"
"djuli wardi","5","15/01/2022 10:41","Terima kasih dan sangat membantu"
"Budi Hermanto","5","15/01/2022 10:41","Baik"
"Agus Sulistiyarso","5","15/01/2022 10:40","Bgs dan berguna"
"Faiz Ftrhmn","5","15/01/2022 10:40","Baik"
"Sayugi _","4","15/01/2022 10:40","Bagus sering di up date buat yg.bamyak waktu"
"Harry Widijanto","4","15/01/2022 10:40","Kapan saya dapat booster vaksin ke 3."
"Mey Abhinaya","4","15/01/2022 10:39","Good Apps"
"Rendi Rendi","5","15/01/2022 10:39","Bagus sekali aplikasi peduli lindungi...."
"Paida Paida","5","15/01/2022 10:38","Saya sudah vaksin dua kali"
"Fitria Amg","5","15/01/2022 10:37","Luar biasa????????"
"Achmad Fauzi","4","15/01/2022 10:37","Sangat mudah"
"Rivaldi Raihan","5","15/01/2022 10:36","Oke"
"Jp Belmondo","1","15/01/2022 10:33","Bukan hal yg bisa di rating baik juga. Orang aplikasi wajib wkwkwkwk"
"Melani Winda","5","15/01/2022 10:33","Siip"
"Dar Sono","5","15/01/2022 10:32","Ok"
"Edy Prayitno","5","15/01/2022 10:30","Semoga selalu diberi kesehatan."
"Amang Dadang","5","15/01/2022 10:30","Aplikasi ya sangat bagus"
"difar ramadhan","4","15/01/2022 10:29","Sertifikat vaksin kedua tidak muncul"
"Herman Hermansyah93","5","15/01/2022 10:29","Ok"
"Sri Mulyasih","5","15/01/2022 10:28","Cukup membantu dapat info"
"Ignatius Widianto","5","15/01/2022 10:27","Ok"
"Deden Angkasa","5","15/01/2022 10:27","Sangat bermanfaat"
"Ricky 29","1","15/01/2022 10:26","ini aplikasi gagal total banyak masyarakat dibikin bingung untuk menggunakan aplikasi ini,semua serba gagal,ada yg sudah vaksin pertama tp gak bisa bikin akunnya alias (gagal),ada juga yg sudah vaksin kedua tp sertifikat kat muncul, kode captcha nya sangat merepotkan salah"" mulu bos ada yg tnggal klaim sertifikat ke 2 gagak"" mulu malah di halamannya di suruh vaksin lg,,kebnyakan vaksin ntar jadi zombi manusia skrng ini pak bos,,tolong lah di permudah lagi,perbaiki sistem aplikasinya.thanks"
"Kurnia GAMING","5","15/01/2022 10:26","Sangat bermanfaat"
"DIBALIK KOSA KATA","5","15/01/2022 10:23","Good"
"Lina Limfung","5","15/01/2022 10:23","Good"
"Afrizal Odi","5","15/01/2022 10:20","Good"
"Yusuparto 2431","5","15/01/2022 10:19","good"
"Zaenal Mustofa","5","15/01/2022 10:18","Mantap jiwa"
"fifit SMP PGRI 3 tempurejo","5","15/01/2022 10:18","Siph"
"Evy Agustinus","5","15/01/2022 10:17","??"
"Kelvin Zikri","5","15/01/2022 10:16","Sehat itu indah"
"Sarita Sarita","4","15/01/2022 10:16","Tingkatkan mutu dan.pelayanan"
"Jestin Khoirunisa","5","15/01/2022 10:16","Sangat membantu saya"
"joshua pramono","5","15/01/2022 10:15","Sipp..lah... thanks ya.. walaupun agak ribet tapi okelah demi kesehatan dan keamanan bersama.. suwun Pak dhe.."
"Noldy Noch","5","15/01/2022 10:15","Sangat membantu"
"Muchlis Muchlis","5","15/01/2022 10:15","Ok semua berjalan lancar"
"Yuli Pranoto","5","15/01/2022 10:14","ok"
"Nia Sumiati","5","15/01/2022 10:13","Mantap"
"Muhammad Abidin","5","15/01/2022 10:12","No n/a in my phone xiaomi note 3"
"Luthfi Syafal","5","15/01/2022 10:11","????????"
"Ijrotul Ge ade Geade","5","15/01/2022 10:11","Membatu"
"Agus Supriyanto","5","15/01/2022 10:11","Sangat bermanfaat"
"Arsad Hidayat","2","15/01/2022 10:11","Cukup 2 bintang saja"
"MUSLIM DT.PAYUANG DIACEH","5","15/01/2022 10:10","Luar biasa"
"Toto Sediarto","1","15/01/2022 10:09","Aplikasi ngebug, lokasi buatan terdeteksi"
"Slamet abdi Suhada","5","15/01/2022 10:06","Cara klaim sertifikat vaksin bagaimana? Apa lagi saya vaksin di luar negri Cara input tanggal lahir terlalu ribet"
"NURVITRI","2","15/01/2022 10:04","Saya sudah vaksin sebanyak dua kali tapi sertifikat vaksin saya blm muncul padahal saya vaksi bulan oktober sama November tapi sertifikat vaksin saya blm muncul"
"Panti Rahayu","4","15/01/2022 10:04","Sudah masuk aplikasi"
"Mirna Wati","5","15/01/2022 09:57","Terbaik dan membantu"
"Eep Saepuloh","5","15/01/2022 09:56","??"
"Air Kamar","5","15/01/2022 09:56","Bagus"
"Ikin Solikhin","4","15/01/2022 09:55","Sangat bermanfaat"
"pacin riot215","5","15/01/2022 09:54","Mario Rodrigo a pandey"
"lydia suci triniti rambitan","5","15/01/2022 09:54","Sangat menarik ini bagus sekali????"
"Bunda Juna_Jani_Jenna","5","15/01/2022 09:53","Kadang gagal check in, mungkin karna belum diperbarui. So far, app ini sangat membantu."
"Ajie Gani","5","15/01/2022 09:53","Ok"
"Kahar Muzakir","5","15/01/2022 09:49","Sangat baik"
"Wendi Winata","1","15/01/2022 09:48","Good verry good"
"Dwi Arokono","5","15/01/2022 09:46","Pelayanan vaksin bagus"
"Kevinsyah Yusuf santoso","5","15/01/2022 09:46","Ntaps"
"Alamsyah Anwar","5","15/01/2022 09:45","Ok"
"Muhammad Nasith","5","15/01/2022 09:44","bagus,,terus kembangkan untuk kesehatan negaraku tercinta"
"Budi Ansyah","1","15/01/2022 09:44","aplikasi lemot"
"yohanes mintarjo","5","15/01/2022 09:43","Bagus sekali."
"achvan wahyu utomo","5","15/01/2022 09:38","Ok"
"User A10s","5","15/01/2022 09:35","Sangat membantu buat pengguna dalam aktivitasnya"
"Surya Darma","5","15/01/2022 09:34","Good"
"dongkangart chanel","5","15/01/2022 09:34","Good job"
"Erwin Fansori","5","15/01/2022 09:34","Good"
"Baharuddin Jafar","5","15/01/2022 09:33","????"
"Tri Hardijanto -","5","15/01/2022 09:32","Sangat membantu"
"Edo Emawan","5","15/01/2022 09:31","Lebih baik"
"ADHAR SH","5","15/01/2022 09:31","mantap"
"the power of honda sensing gassspooolll","5","15/01/2022 09:30","Nice"
"Dedi Sarkor","5","15/01/2022 09:26","Sayah suka aflikasi nyah"
"dede kurniasih","5","15/01/2022 09:25","Good"
"Dominicus Sudjatmiko","4","15/01/2022 09:23","Ada informasi tiket vaksin."
"Luh Suriani","5","15/01/2022 09:21","Saya sangat pakai peduli lindungi"
"Kisdulah Kumbara","5","15/01/2022 09:19","Sangaat membantu masalah dukument kesehatan"
"Rahmad Sadullah","5","15/01/2022 09:19","saya suka ini"
"Nur Yusuf","1","15/01/2022 09:18","Ribett .. gak guna"
"Munir Amin","4","15/01/2022 09:17","Lumayan"
"Vania Bell aira","5","15/01/2022 09:17","WaYAW aplikasi ini bisa sken kode mol ??"
"Muji Saefuloh","5","15/01/2022 09:15","Sangat berguna"
"Muhammad Aditya","1","15/01/2022 09:15","Eror tdk bisa membuka"
"Irra Rachmayani","5","15/01/2022 09:14","Sangat bermanfaat aplikasinya ??"
"Fendik Pia","1","15/01/2022 09:14","Ok"
"ifinfathin Kendari","5","15/01/2022 09:13","Ok"
"axl rojhaz","5","15/01/2022 09:12","Ok"
"Abud Aunul","5","15/01/2022 09:12","Assalamualaikum mw nanya dong kenapa sertifikatnya below muncul kenapa ya ????"
"Achmad Saiful","5","15/01/2022 09:11","Saya merasa senang udah faksin.Hidup sehat hidup Bahagia."
"Simson Siagian","5","15/01/2022 09:10","Very10 Good"
"Yoseph Karolus","5","15/01/2022 09:10","Semoga Dengan Aplikasi ini mm Masyarakat Indonesia semakin Disiplin akan pentingnya perihal KESEHATAN TUBUH."
"Astuti Tuti","5","15/01/2022 09:10","Sangat membantu sekali"
"Masruni DM","5","15/01/2022 09:10","Vaksin 1 Astra zaneka 17-07-2021 Vaksin 2 Astra zaneka 18-11- 2021"
"friska luden","5","15/01/2022 09:08","Mantul"
"Mamik Sekaryani","5","15/01/2022 09:07","Amazing"
"Surya Nova","5","15/01/2022 09:07","Bagus"
"firdy nurhandy","4","15/01/2022 09:04","Bagus, informatif, hanya perlu dikembangkan utk registrasi pendaftaran vaksinasi di lokasi manapun tanpa harus terpisah utk setiap lokasi vaksinasi di berbagai daerah...khususnya DKI jakarta"
"juwita mandasari","5","15/01/2022 09:03","Ok"
"Ketut Budi Susrusa","5","15/01/2022 09:02","Sangat bermanfaat"
"Lukas Ebenezer Tarihoran","5","15/01/2022 09:02","Sangat baik"
"Sahar Najib","5","15/01/2022 09:01","Lancar jaya"
"lesmana sidabutar","5","15/01/2022 09:01","Ok"
"Tatty Hartati","5","15/01/2022 09:00","Captcha nya suruh ulang ulang mulu g pernah brhasil pdhl dah bner kliknya"
"Bambang Utomo","5","15/01/2022 09:00","Bagus"
"Mar Woto","5","15/01/2022 08:59","Usulan untk aplikasi ini lbh diperketat lg pemakaian nya .krna skrg ini bnyk penumpang KRL yg enggan menggunakan aplikasi ini pdhl hp mereka sdh android.dgn alasan mereka Tdk mau terlacak apabila suatu saat terpapar covid.mereka Lbh senang menggunakan sertivikat vaksin secara visik"
